h_values,a_values,c_values,global_node_eccentricity,within_community_eccentricity,community_eccentricity,community_size
0.1,0.03,0.01,1.5631551347543453,0.12919425234991522,1.43396088240443,67
0.03,0.01,0.3,0.5979204695855084,0.2709907706561201,0.8689112402416285,94
0.03,0.03,0.1,2.1372901357332146,0.18528059931194618,1.9520095364212684,102
0.01,0.1,0.1,5.261340297209527,0.10230929781829712,5.363649595027824,23
0.1,0.1,0.1,0.0735378555179055,0.1499699982229742,0.07643214270506869,50
0.1,0.03,0.03,2.7234208139580853,0.13109671818118995,2.5923240957768954,69
0.3,0.01,0.03,6.866977717275677,0.048682214866965445,6.915659932142643,8
0.03,0.01,0.3,2.6563940481244526,0.010863492926062257,2.667257541050515,61
0.3,0.3,0.03,2.2616778788686824,0.3111227186269563,1.9505551602417261,52
0.3,0.1,0.03,1.7102507961260036,0.2762899137215735,1.43396088240443,67
0.3,0.01,0.1,0.5807074059637825,0.21960059422236078,0.8003080001861432,73
0.03,0.01,0.01,1.1957074500309521,0.23825343237347796,1.43396088240443,67
0.03,0.1,0.03,1.9651205750713283,0.013111038650059914,1.9520095364212684,102
0.3,0.01,0.1,1.862136371179612,0.0884187890621142,1.9505551602417261,52
0.1,0.3,0.3,0.4461338794601215,0.023308626308318037,0.42282525315180347,40
0.03,0.01,0.1,0.35547278944031463,0.44483521074582855,0.8003080001861432,73
0.01,0.03,0.03,1.606713140560562,0.3452963958607065,1.9520095364212684,102
0.03,0.3,0.1,0.05353113004066255,0.12996327274573125,0.07643214270506869,50
0.03,0.01,0.03,5.467941963819809,0.10429236879198456,5.363649595027824,23
0.03,0.01,0.1,1.472901904075692,0.07870245968758427,1.3941994443881078,39
0.03,0.01,0.03,6.556539426159829,0.002724824098898182,6.559264250258727,8
0.1,0.03,0.03,2.727702431876484,0.06044489082596938,2.667257541050515,61
0.1,0.3,0.01,2.4683521692241235,0.1239719265527719,2.5923240957768954,69
0.01,0.1,0.03,1.0829061887422033,0.21399494850057488,0.8689112402416285,94
0.3,0.03,0.1,1.102575533960983,0.2336642937193546,0.8689112402416285,94
0.01,0.01,0.1,2.8194440086094357,0.15218646755892085,2.667257541050515,61
0.1,0.03,0.03,0.49631057660353667,0.0734853234517332,0.42282525315180347,40
0.3,0.01,0.03,1.8884826926344713,0.06207246760725482,1.9505551602417261,52
0.01,0.01,0.01,4.059804001197278,0.3235869867023382,4.383390987899616,51
0.01,0.3,0.3,0.12334367498951179,0.0469115322844431,0.07643214270506869,50
0.01,0.01,0.3,0.49408292721528474,0.07125767406348127,0.42282525315180347,40
0.03,0.01,0.1,1.2144585754535315,0.1797408689345763,1.3941994443881078,39
0.03,0.3,0.1,0.6711596571224971,0.1291483430636461,0.8003080001861432,73
0.01,0.01,0.03,1.0069947946652953,0.13808355442366682,0.8689112402416285,94
0.3,0.03,0.01,0.814145724215936,0.05476551602569246,0.8689112402416285,94
0.03,0.03,0.03,1.2986605588744788,0.13530032352995125,1.43396088240443,67
0.01,0.01,0.03,1.2319643495603225,0.20199653284410757,1.43396088240443,67
0.3,0.01,0.1,1.902307211285022,0.049702325136246506,1.9520095364212684,102
0.03,0.1,0.3,0.17181738676237163,0.09293081858412355,0.2647482053464952,54
0.01,0.1,0.03,3.302947415189114,0.06551285399443385,3.3684602691835477,64
0.03,0.03,0.1,3.027990543930425,0.48585614612348627,3.5138466900539114,62
0.1,0.03,0.01,1.0334618260259303,0.23315382583978705,0.8003080001861432,73
0.1,0.03,0.1,2.5280704749505807,0.13918706609993414,2.667257541050515,61
0.3,0.03,0.3,0.720002444510835,0.14890879573079352,0.8689112402416285,94
0.3,0.3,0.03,6.54928023858875,0.0099840116699772,6.559264250258727,8
0.03,0.03,0.01,2.0917240859921966,0.14116892575047046,1.9505551602417261,52
0.03,0.1,0.3,4.975990717872747,0.38765887715507663,5.363649595027824,23
0.01,0.3,0.1,5.372119154722742,0.008469559694917805,5.363649595027824,23
0.1,0.03,0.3,2.238290624248938,0.3540334715279574,2.5923240957768954,69
0.3,0.3,0.3,2.125744780653509,0.17373524423224063,1.9520095364212684,102
0.03,0.01,0.1,1.12554047007176,0.2566292298301315,0.8689112402416285,94
0.1,0.03,0.03,0.1122364572837296,0.1525117480627656,0.2647482053464952,54
0.3,0.1,0.03,3.4442849987088993,0.07582472952535158,3.3684602691835477,64
0.03,0.03,0.1,0.5542807175467921,0.3146305226948364,0.8689112402416285,94
0.01,0.03,0.01,7.225841670471155,0.31018173832851215,6.915659932142643,8
0.03,0.03,0.03,0.6689267427050454,0.13138125748109786,0.8003080001861432,73
0.01,0.1,0.3,5.527625011944617,0.09587164762277034,5.623496659567388,43
0.01,0.3,0.1,2.41444329116457,0.46243375474330173,1.9520095364212684,102
0.1,0.03,0.3,2.2284520745105634,0.2778969142688372,1.9505551602417261,52
0.03,0.01,0.03,1.1858948595156191,0.2083045848724887,1.3941994443881078,39
0.01,0.01,0.03,1.089993404791214,0.22108216454958562,0.8689112402416285,94
0.03,0.01,0.03,0.08654204856895896,0.010109905863890276,0.07643214270506869,50
0.03,0.3,0.3,3.416727408846258,0.09711928120765334,3.5138466900539114,62
0.1,0.01,0.1,0.4924841218661415,0.06965886871433802,0.42282525315180347,40
0.1,0.03,0.3,7.776573312882529,0.0,7.776573312882529,1
0.03,0.01,0.1,1.9122453151823144,0.03830984505941171,1.9505551602417261,52
0.03,0.1,0.01,2.920335433447763,0.2530778923972483,2.667257541050515,61
0.3,0.3,0.1,1.9464988732971427,0.0055106631241257364,1.9520095364212684,102
0.01,0.03,0.3,1.1440187404835882,0.27510750024195973,0.8689112402416285,94
0.01,0.3,0.01,0.8954980748527072,0.02658683461107869,0.8689112402416285,94
0.1,0.3,0.3,0.058483984484361526,0.13491612718943022,0.07643214270506869,50
0.01,0.01,0.03,0.5645253488513695,0.1417000956995661,0.42282525315180347,40
0.03,0.03,0.01,2.089103545637937,0.1370940092166688,1.9520095364212684,102
0.01,0.3,0.1,7.355974248411067,0.0,7.355974248411067,1
0.3,0.3,0.1,5.621932194075914,0.2582825990480897,5.363649595027824,23
0.03,0.01,0.3,3.150503377515551,0.2179568916679968,3.3684602691835477,64
0.1,0.01,0.3,3.108109347784758,0.40573734226915326,3.5138466900539114,62
0.03,0.01,0.03,2.917787756409793,0.45067251277375453,3.3684602691835477,64
0.01,0.3,0.03,2.010789805334355,0.06023464509262899,1.9505551602417261,52
0.1,0.1,0.03,2.119417124988701,0.1688619647469749,1.9505551602417261,52
0.03,0.1,0.01,3.2869282784383,0.22691841161561133,3.5138466900539114,62
0.1,0.01,0.3,4.574948498678712,0.15715799195780455,4.417790506720907,20
0.03,0.03,0.03,0.5457259713784236,0.32318526886320487,0.8689112402416285,94
0.1,0.01,0.1,5.114331990768327,0.24931760425949712,5.363649595027824,23
0.01,0.01,0.1,4.192466487882471,0.22532401883843622,4.417790506720907,20
0.1,0.1,0.03,0.8565285733036266,0.05622057311748341,0.8003080001861432,73
0.1,0.01,0.01,2.7005390723519858,0.10821497657509038,2.5923240957768954,69
0.1,0.03,0.01,3.8476575180746417,0.47919724889109405,3.3684602691835477,64
0.3,0.03,0.01,3.3224554171321823,0.19139127292172908,3.5138466900539114,62
0.03,0.1,0.3,1.785693632590964,0.16486152765076212,1.9505551602417261,52
0.1,0.03,0.3,5.640310195390094,0.01681353582270617,5.623496659567388,43
0.3,0.3,0.01,1.0443703857944249,0.1754591455527963,0.8689112402416285,94
0.3,0.03,0.1,0.04722006162938674,0.029212081075681948,0.07643214270506869,50
0.03,0.01,0.3,1.4853741555346718,0.05141327313024169,1.43396088240443,67
0.03,0.3,0.1,2.958522918550941,0.29126537750042614,2.667257541050515,61
0.3,0.1,0.3,2.833187677101388,0.2408635813244926,2.5923240957768954,69
0.03,0.03,0.3,0.8932490965134379,0.09294109632729464,0.8003080001861432,73
0.1,0.03,0.1,1.3577969376274992,0.03640250676060863,1.3941994443881078,39
0.1,0.03,0.03,1.1721196442103248,0.3032084039686963,0.8689112402416285,94
0.1,0.1,0.01,5.143735195190692,0.4797614643766961,5.623496659567388,43
0.3,0.3,0.01,6.811663478158343,0.10399645398429946,6.915659932142643,8
0.3,0.03,0.01,3.5154691371897115,0.14700886800616386,3.3684602691835477,64
0.1,0.3,0.03,0.8808891001868485,0.011977859945220048,0.8689112402416285,94
0.01,0.03,0.3,4.0283655017281665,0.5145188116742552,3.5138466900539114,62
0.3,0.3,0.01,1.2819765826082044,0.15198429979622574,1.43396088240443,67
0.03,0.01,0.3,3.013625634910701,0.42130153913380575,2.5923240957768954,69
0.01,0.03,0.1,3.0261508324423345,0.34230943674121317,3.3684602691835477,64
0.3,0.1,0.1,3.352742475178053,0.015717794005494667,3.3684602691835477,64
0.03,0.01,0.01,5.160406990316905,0.46308966925048267,5.623496659567388,43
0.1,0.1,0.1,0.19546808337035548,0.0692801219761397,0.2647482053464952,54
0.03,0.01,0.03,3.1505896835224636,0.21787058566108408,3.3684602691835477,64
0.3,0.03,0.1,1.7570444817923905,0.19496505462887792,1.9520095364212684,102
0.1,0.03,0.3,0.7647757186978126,0.10413552154381589,0.8689112402416285,94
0.3,0.3,0.03,0.20223695689042354,0.06251124845607164,0.2647482053464952,54
0.01,0.01,0.03,4.714894488028741,0.33150350012912533,4.383390987899616,51
0.3,0.01,0.1,6.826344189258708,0.2670799389999807,6.559264250258727,8
0.1,0.1,0.1,0.196846744241502,0.06790146110499318,0.2647482053464952,54
0.01,0.3,0.03,1.8768546314535772,0.07370052878814892,1.9505551602417261,52
0.1,0.03,0.01,2.1255142101279634,0.17350467370669498,1.9520095364212684,102
0.1,0.1,0.3,0.39087704276756546,0.12612883742107028,0.2647482053464952,54
0.1,0.01,0.1,1.083760578340307,0.2834525781541638,0.8003080001861432,73
0.1,0.1,0.03,1.372995622391757,0.021203821996350847,1.3941994443881078,39
0.01,0.03,0.01,3.2550244620070745,0.25882222804683686,3.5138466900539114,62
0.3,0.1,0.1,1.6480340063093943,0.21407312390496425,1.43396088240443,67
0.1,0.1,0.03,0.8826704824680324,0.0137592422264039,0.8689112402416285,94
0.1,0.1,0.03,0.37517690594128117,0.11042870059478599,0.2647482053464952,54
0.3,0.1,0.01,3.298861613784977,0.06959865539857057,3.3684602691835477,64
0.01,0.01,0.3,0.6078486594028268,0.18502340625102343,0.42282525315180347,40
0.3,0.3,0.03,10.454558613368446,0.0,10.454558613368446,1
0.01,0.01,0.3,1.7051307212020246,0.24687881521924382,1.9520095364212684,102
0.3,0.03,0.3,1.4884989335783088,0.054538051173878666,1.43396088240443,67
0.1,0.3,0.03,1.5864247520580137,0.19222530766990586,1.3941994443881078,39
0.03,0.1,0.01,0.2734357041827106,0.19700356147764195,0.07643214270506869,50
0.1,0.3,0.1,1.4378571465800785,0.043657702191970627,1.3941994443881078,39
0.01,0.01,0.3,2.257748110164298,0.3057385737430296,1.9520095364212684,102
0.3,0.1,0.3,1.6041928190233858,0.17023193661895575,1.43396088240443,67
0.1,0.1,0.1,2.7183232087511007,0.05106566770058585,2.667257541050515,61
0.03,0.1,0.1,0.8842282472160934,0.01531700697446492,0.8689112402416285,94
0.3,0.3,0.1,2.611858178288539,0.019534082511643458,2.5923240957768954,69
0.01,0.03,0.3,0.799795396266492,0.06911584397513648,0.8689112402416285,94
0.01,0.01,0.01,2.2483372007047544,0.296327664283486,1.9520095364212684,102
0.01,0.1,0.03,0.9914926079103834,0.12258136766875494,0.8689112402416285,94
0.01,0.03,0.1,6.936244830388266,0.02058489824562315,6.915659932142643,8
0.1,0.01,0.01,3.6947834886587327,0.18093679860482137,3.5138466900539114,62
0.03,0.3,0.1,4.073021870548125,0.31036911735149086,4.383390987899616,51
0.03,0.3,0.1,2.755259497512007,0.088001956461492,2.667257541050515,61
0.03,0.1,0.03,1.6024276052730317,0.3481275549686944,1.9505551602417261,52
0.01,0.3,0.03,5.694877238248901,0.07138057868151293,5.623496659567388,43
0.1,0.1,0.03,1.5933187299249887,0.19911928553688085,1.3941994443881078,39
0.1,0.01,0.03,5.636380336045492,0.2727307410176678,5.363649595027824,23
0.03,0.01,0.3,0.9736111742882413,0.10469993404661282,0.8689112402416285,94
0.1,0.03,0.3,1.2819512773560326,0.15200960504839744,1.43396088240443,67
0.03,0.01,0.3,1.401154431431503,0.006954987043395144,1.3941994443881078,39
0.03,0.03,0.3,2.822269271399125,0.15501173034861004,2.667257541050515,61
0.3,0.03,0.01,4.662254437200438,0.2444639304795313,4.417790506720907,20
0.01,0.3,0.3,6.622988464519259,0.06372421426053165,6.559264250258727,8
0.3,0.3,0.03,4.0507015735935585,0.33268941430605725,4.383390987899616,51
0.01,0.01,0.3,2.5550739303172896,0.0372501654596058,2.5923240957768954,69
0.03,0.3,0.03,0.473446647411768,0.050621394259964536,0.42282525315180347,40
0.1,0.1,0.1,0.3085507815508658,0.2321186388457971,0.07643214270506869,50
0.3,0.3,0.01,1.0016547906245876,0.2013467904384444,0.8003080001861432,73
0.01,0.3,0.1,1.8240847557602797,0.12647040448144642,1.9505551602417261,52
0.01,0.1,0.01,0.9637593308010173,0.16345133061487405,0.8003080001861432,73
0.3,0.03,0.3,4.82096888014077,0.4031783734198626,4.417790506720907,20
0.1,0.1,0.1,1.8730841761672528,0.07892536025401564,1.9520095364212684,102
0.03,0.01,0.1,0.7197715625242131,0.08053643766193008,0.8003080001861432,73
0.01,0.03,0.1,4.273107503626201,0.11028348427341506,4.383390987899616,51
0.3,0.1,0.1,4.466251878304554,0.04846137158364705,4.417790506720907,20
0.3,0.3,0.1,0.6440488659092233,0.15625913427691995,0.8003080001861432,73
0.03,0.01,0.01,2.8808249618668986,0.28850086609000325,2.5923240957768954,69
0.1,0.1,0.03,1.8950551307926489,0.05550002944907728,1.9505551602417261,52
0.01,0.3,0.3,1.3755565017718985,0.058404380632531616,1.43396088240443,67
0.01,0.03,0.3,0.6581220703395013,0.1421859298466419,0.8003080001861432,73
0.1,0.3,0.3,0.6072914915559727,0.1930165086301705,0.8003080001861432,73
0.03,0.03,0.3,0.8246823000896497,0.04422894015197876,0.8689112402416285,94
0.1,0.03,0.03,0.22750544347118035,0.037242761875314834,0.2647482053464952,54
0.1,0.1,0.03,0.7498998963141942,0.05040810387194905,0.8003080001861432,73
0.1,0.3,0.3,3.6022801830713043,0.0884334930173929,3.5138466900539114,62
0.1,0.1,0.01,2.3125355414582636,0.36052600503699517,1.9520095364212684,102
0.3,0.3,0.01,0.25839184422481287,0.1644334089269906,0.42282525315180347,40
0.01,0.1,0.3,7.394643699302371,0.0,7.394643699302371,1
0.01,0.01,0.01,0.40022815817326035,0.02259709497854312,0.42282525315180347,40
0.01,0.01,0.3,1.8678152400135972,0.08419429640767118,1.9520095364212684,102
0.3,0.1,0.01,2.9389082952165295,0.42955197396701816,3.3684602691835477,64
0.03,0.1,0.01,1.568368473626594,0.13440759122216384,1.43396088240443,67
0.3,0.03,0.3,4.492126171543124,0.10873518364350865,4.383390987899616,51
0.1,0.1,0.1,1.3162514291644194,0.07794801522368844,1.3941994443881078,39
0.01,0.3,0.03,2.3758790466104514,0.42386951018918295,1.9520095364212684,102
0.01,0.1,0.1,1.0491442989112783,0.18023305866964978,0.8689112402416285,94
0.1,0.01,0.03,1.2748329642431284,0.11936648014497941,1.3941994443881078,39
0.01,0.3,0.3,4.158474988440994,0.22491599945862184,4.383390987899616,51
0.03,0.01,0.3,1.0350982706443148,0.23479027045817158,0.8003080001861432,73
0.1,0.01,0.03,3.0373383261897384,0.33112194299380926,3.3684602691835477,64
0.1,0.03,0.01,1.4628908368636613,0.06869139247555345,1.3941994443881078,39
0.3,0.03,0.1,1.6763003152952256,0.2757092211260428,1.9520095364212684,102
0.01,0.03,0.01,0.38367488624375584,0.11892668089726066,0.2647482053464952,54
0.1,0.01,0.03,1.2588975742150719,0.17506330818935822,1.43396088240443,67
0.1,0.1,0.1,2.373927141451986,0.4219176050307174,1.9520095364212684,102
0.1,0.01,0.3,1.1035023539843474,0.30319435379820414,0.8003080001861432,73
0.3,0.01,0.3,3.042682944319324,0.3257773248642235,3.3684602691835477,64
0.1,0.03,0.1,2.8338036360213716,0.24147954024447627,2.5923240957768954,69
0.3,0.01,0.1,0.029171647239649046,0.10560378994471774,0.07643214270506869,50
0.03,0.1,0.3,0.8899900692667393,0.021078829025110823,0.8689112402416285,94
0.1,0.03,0.3,1.9123764396012972,0.03817872064042893,1.9505551602417261,52
0.03,0.1,0.03,6.486593673252132,0.07267057700659496,6.559264250258727,8
0.3,0.03,0.03,2.460926648111546,0.13139744766534944,2.5923240957768954,69
0.03,0.3,0.3,3.563357408846621,0.04951071879270952,3.5138466900539114,62
0.03,0.03,0.1,0.4462573221953882,0.023432069043584747,0.42282525315180347,40
0.01,0.03,0.3,2.1853336554219296,0.2333241190006612,1.9520095364212684,102
0.1,0.1,0.3,0.06609135079944432,0.19865685454705087,0.2647482053464952,54
0.3,0.03,0.1,3.754495750095869,0.3860354809123212,3.3684602691835477,64
0.03,0.03,0.01,0.6294057796116412,0.20658052645983782,0.42282525315180347,40
0.3,0.01,0.1,1.7179824545041846,0.28402157209975454,1.43396088240443,67
0.03,0.01,0.03,7.370783368242838,0.0,7.370783368242838,1
0.03,0.01,0.1,0.48144859988344924,0.058623346731645765,0.42282525315180347,40
0.3,0.03,0.3,2.6231612918906424,0.030837196113747023,2.5923240957768954,69
0.01,0.01,0.03,3.7275531611380517,0.359092891954504,3.3684602691835477,64
0.01,0.3,0.01,1.8648323309393389,0.08717720548192953,1.9520095364212684,102
0.1,0.3,0.3,6.257004469570275,0.30225978068845194,6.559264250258727,8
0.1,0.01,0.03,2.077686191881262,0.1256766554599935,1.9520095364212684,102
0.1,0.01,0.3,2.4213813744597488,0.24587616659076605,2.667257541050515,61
0.3,0.03,0.3,3.5096567207598754,0.14119645157632776,3.3684602691835477,64
0.1,0.01,0.01,3.153678382698505,0.2147818864850426,3.3684602691835477,64
0.3,0.1,0.3,1.3180583051852293,0.07614113920287857,1.3941994443881078,39
0.01,0.03,0.1,1.398485462232198,0.03547542017223204,1.43396088240443,67
0.03,0.01,0.01,3.208781435361143,0.3050652546927686,3.5138466900539114,62
0.01,0.03,0.3,0.18907240172679812,0.11264025902172943,0.07643214270506869,50
0.01,0.3,0.3,0.6946617829732091,0.17424945726841934,0.8689112402416285,94
0.3,0.1,0.3,3.047782078037997,0.3206781911455505,3.3684602691835477,64
0.03,0.1,0.1,3.236541761444404,0.2773049286095075,3.5138466900539114,62
0.1,0.01,0.1,7.266076774313808,0.014770220892064145,7.280846995205872,2
0.3,0.1,0.03,0.42787907232211525,0.16313086697562007,0.2647482053464952,54
0.03,0.03,0.3,4.476264486236296,0.09287349833668035,4.383390987899616,51
0.3,0.03,0.03,1.5806469547748518,0.3699082054668743,1.9505551602417261,52
0.03,0.01,0.01,1.7864276005010693,0.1655819359201991,1.9520095364212684,102
0.3,0.01,0.01,5.909265594403822,0.0,5.909265594403822,1
0.01,0.3,0.3,1.6641685716469334,0.28784096477433496,1.9520095364212684,102
0.1,0.3,0.03,1.5734668842411093,0.17926743985300142,1.3941994443881078,39
0.1,0.3,0.3,2.353084253876783,0.4010747174555147,1.9520095364212684,102
0.3,0.3,0.3,1.9970602211502,0.04505068472893159,1.9520095364212684,102
0.01,0.1,0.1,1.9523827722815195,0.00037323586025106437,1.9520095364212684,102
0.1,0.1,0.01,5.379442345354549,0.01579275032672456,5.363649595027824,23
0.1,0.03,0.1,2.9966697122662773,0.37179055691727037,3.3684602691835477,64
0.3,0.3,0.3,0.7282299339400744,0.07207806624606883,0.8003080001861432,73
0.01,0.01,0.03,2.7146157050811746,0.12229160930427918,2.5923240957768954,69
0.03,0.1,0.3,0.7269364815948992,0.14197475864672926,0.8689112402416285,94
0.3,0.01,0.1,0.5422004992021715,0.32671074103945696,0.8689112402416285,94
0.03,0.1,0.1,0.8101467773722518,0.009838777186108594,0.8003080001861432,73
0.1,0.01,0.01,6.66281613009593,0.1035518798372026,6.559264250258727,8
0.03,0.1,0.3,2.344297188333066,0.3922876519117977,1.9520095364212684,102
0.1,0.1,0.03,0.49048929391390345,0.22574108856740827,0.2647482053464952,54
0.03,0.3,0.03,2.2761716690335336,0.3910858720169812,2.667257541050515,61
0.3,0.1,0.1,0.29437171985498684,0.029623514508491655,0.2647482053464952,54
0.03,0.01,0.1,1.9227090146135153,0.02930052180775311,1.9520095364212684,102
0.3,0.03,0.01,0.6024974043241909,0.19781059586195238,0.8003080001861432,73
0.1,0.03,0.03,1.0676061818210596,0.26729818163491637,0.8003080001861432,73
0.03,0.03,0.3,5.377700222676059,0.2457964368913288,5.623496659567388,43
0.01,0.03,0.3,0.7901291192616924,0.01017888092445085,0.8003080001861432,73
0.01,0.01,0.01,0.2523224728599979,0.012425732486497254,0.2647482053464952,54
0.03,0.01,0.1,1.4615497528567953,0.027588870452365244,1.43396088240443,67
0.01,0.03,0.3,1.1202803940300146,0.2513691537883861,0.8689112402416285,94
0.3,0.03,0.3,9.230457018870904,0.0,9.230457018870904,1
0.03,0.01,0.3,2.963138150496651,0.4053221186868967,3.3684602691835477,64
0.3,0.1,0.03,4.377309166977827,0.006081820921789216,4.383390987899616,51
0.3,0.3,0.03,1.3360034720998353,0.05819597228827256,1.3941994443881078,39
0.1,0.1,0.03,9.646676079496046,0.0,9.646676079496046,1
0.3,0.3,0.1,2.525776074390364,0.1414814666601507,2.667257541050515,61
0.03,0.03,0.01,3.121494058512889,0.24696621067065871,3.3684602691835477,64
0.1,0.1,0.01,0.5228596366501131,0.2774483635360301,0.8003080001861432,73
0.3,0.1,0.1,0.9360756887852049,0.13576768859906163,0.8003080001861432,73
0.3,0.3,0.1,1.5065074841755135,0.11230803978740567,1.3941994443881078,39
0.3,0.03,0.1,2.649259507147338,0.01799803390317667,2.667257541050515,61
0.1,0.03,0.03,2.5666443175851548,0.10061322346536006,2.667257541050515,61
0.3,0.03,0.03,0.2597099438358082,0.005038261510686981,0.2647482053464952,54
0.01,0.01,0.03,4.648211370299502,0.26482038239988626,4.383390987899616,51
0.1,0.3,0.1,0.8053609059400854,0.06355033430154311,0.8689112402416285,94
0.01,0.1,0.03,0.49904147048000413,0.07621621732820066,0.42282525315180347,40
0.01,0.01,0.1,1.4848079414420214,0.05084705903759135,1.43396088240443,67
0.1,0.01,0.03,4.1368959248062085,0.2464950630934073,4.383390987899616,51
0.01,0.1,0.3,1.920363793902339,0.031645742518929376,1.9520095364212684,102
0.1,0.3,0.3,3.279550825407466,0.23429586464644547,3.5138466900539114,62
0.03,0.3,0.03,5.640721723140097,0.2770721281122732,5.363649595027824,23
0.3,0.03,0.1,3.642084285982815,0.1282375959289035,3.5138466900539114,62
0.03,0.03,0.1,3.733460785439986,0.36500051625643826,3.3684602691835477,64
0.3,0.3,0.01,0.9363364838057118,0.0674252435640833,0.8689112402416285,94
0.01,0.1,0.01,2.2057137037840246,0.4615438372664902,2.667257541050515,61
0.03,0.01,0.01,0.23698988216968536,0.16055773946461668,0.07643214270506869,50
0.1,0.1,0.03,0.5503403585216151,0.24996764166452812,0.8003080001861432,73
0.1,0.3,0.1,0.28416687286197356,0.019418667515478383,0.2647482053464952,54
0.01,0.03,0.1,0.243163651868265,0.021584553478230184,0.2647482053464952,54
0.03,0.1,0.3,5.312667708266667,0.050981886761157114,5.363649595027824,23
0.03,0.03,0.3,4.429741254692795,0.046350266793178996,4.383390987899616,51
0.1,0.1,0.3,0.2973488125321684,0.1254764406196351,0.42282525315180347,40
0.1,0.3,0.1,6.27244863210947,0.04996078786900515,6.222487844240465,2
0.01,0.03,0.1,1.43715608232531,0.0031951999208799098,1.43396088240443,67
0.3,0.01,0.1,1.932437817416979,0.019571719004289445,1.9520095364212684,102
0.3,0.03,0.1,2.0440960450709778,0.0935408848292516,1.9505551602417261,52
0.03,0.3,0.1,1.96568300571492,0.01512784547319379,1.9505551602417261,52
