h_values,a_values,c_values,th_values,ta_values,avg_weight,std_of_avg_comm_state,range_of_comm_state,number_of_comm,modularity
0.03,0.01,0.01,0.3,0.01,0.007588344778156616,4.672551033299887,14.060437293118248,6,0.5734092620893083
0.03,0.01,0.01,0.3,0.03,0.006401223352481296,3.982425659786053,11.587310042254114,5,0.5402190595229186
0.03,0.01,0.01,0.3,0.1,0.004658688018366268,5.585756922744657,17.9853861776611,9,0.6011428215369484
0.03,0.01,0.01,0.3,0.3,0.0016941932376395587,2.917615019877961,10.433397009652168,9,0.6603703051171909
0.03,0.03,0.01,0.01,0.01,0.23820002889685493,1.9275893775654291,3.8551787551308583,2,0.210828022743179
0.03,0.03,0.01,0.01,0.03,0.20946584097815957,1.9593567406413899,4.79153222789124,3,0.22276184735808857
0.03,0.03,0.01,0.01,0.1,0.13343848232884317,2.255109549544457,5.523783460775286,3,0.24846234921333082
0.03,0.03,0.01,0.01,0.3,0.010356181183764832,2.3950426927009416,7.217210640952832,6,0.41843522091642027
0.03,0.03,0.01,0.03,0.01,0.24903894525424863,2.052478996028169,5.027157149933679,3,0.19831790336096272
0.03,0.03,0.01,0.03,0.03,0.233879046391101,1.9332343604981344,4.404717673009573,3,0.1910988827228526
0.03,0.03,0.01,0.03,0.1,0.15116996618300765,2.1127393348170296,4.225478669634059,2,0.19820504437342212
0.03,0.03,0.01,0.03,0.3,0.013589406375333827,1.6884096387172962,4.634449173624832,5,0.3896286398125316
0.03,0.03,0.01,0.1,0.01,0.3646449842471251,1.8499580800978686,4.353852199239998,3,0.18952858554844298
0.03,0.03,0.01,0.1,0.03,0.346880561928883,1.865510470999363,4.569536554431981,3,0.1950116979015321
0.03,0.03,0.01,0.1,0.1,0.22239508034252306,2.0475192724011295,4.94201389980636,3,0.24808015010758025
0.03,0.03,0.01,0.1,0.3,0.04702290588422989,2.14447225967208,5.005743258002865,3,0.3210146321187999
0.03,0.03,0.01,0.3,0.01,0.6638220330355921,1.7871427956864456,4.376495817281183,3,0.18663101571000765
0.03,0.03,0.01,0.3,0.03,0.6703656864133335,2.6093647043067083,5.218729408613417,2,0.20310382876019892
0.03,0.03,0.01,0.3,0.1,0.5097115566861115,1.9313948129898533,3.8627896259797065,2,0.20714240365471256
0.03,0.03,0.01,0.3,0.3,0.2211335399803004,1.9955004845642548,3.9910009691285095,2,0.23570222327525683
0.03,0.1,0.01,0.01,0.01,8.94208950083969,1.2574471084663892,2.5148942169327784,2,0.03778582281216036
0.03,0.1,0.01,0.01,0.03,9.703256712701618,1.5834941998954026,3.1669883997908053,2,0.040672414321897055
0.03,0.1,0.01,0.01,0.1,8.90716378539099,1.1476359985526963,2.2952719971053925,2,0.0373352137073486
0.03,0.1,0.01,0.01,0.3,6.838144492133905,1.4465953570424412,2.8931907140848825,2,0.040101250702545804
0.03,0.1,0.01,0.03,0.01,9.47941236751958,1.5814860217442006,3.162972043488401,2,0.0361287300999697
0.03,0.1,0.01,0.03,0.03,9.09303869126718,1.273161918915969,2.546323837831938,2,0.03268144209836099
0.03,0.1,0.01,0.03,0.1,7.777645142239401,1.6074292333263998,3.214858466652799,2,0.03761784837567253
0.03,0.1,0.01,0.03,0.3,6.537792158492283,1.7622763098472634,3.5245526196945267,2,0.04509746084077215
0.03,0.1,0.01,0.1,0.01,8.634646748827652,1.3090787838907643,2.6181575677815285,2,0.03223435679210068
0.03,0.1,0.01,0.1,0.03,8.367110434680173,1.3648811870467352,2.7297623740934704,2,0.03232045271754638
0.03,0.1,0.01,0.1,0.1,8.496093436093004,1.554536930510309,3.109073861020618,2,0.038776243459745646
0.03,0.1,0.01,0.1,0.3,6.841990413815675,1.6920495600348218,3.3840991200696435,2,0.042798861579854686
0.03,0.1,0.01,0.3,0.01,9.532598900859306,1.3437987355372338,2.6875974710744677,2,0.03027603527898573
0.03,0.1,0.01,0.3,0.03,9.76253997452985,1.6211598311129753,3.2423196622259507,2,0.035138353577446824
0.03,0.1,0.01,0.3,0.1,8.9275106789007,1.5543897004874565,3.108779400974913,2,0.037875525836546686
0.03,0.1,0.01,0.3,0.3,8.697088409428932,1.8488687799311658,3.6977375598623317,2,0.044806934705335505
0.03,0.3,0.01,0.01,0.01,40.554925407409634,1.4518131658090825,2.903626331618165,2,0.009072110726433491
0.03,0.3,0.01,0.01,0.03,37.36156576994938,1.2505166270328882,2.5010332540657765,2,0.008562296810124465
0.03,0.3,0.01,0.01,0.1,34.10010977645104,1.6533044470953713,3.3066088941907426,2,0.008244542852671788
0.03,0.3,0.01,0.01,0.3,27.664861888065865,1.4029035184521856,2.8058070369043713,2,0.009638708962327602
0.03,0.3,0.01,0.03,0.01,34.76493417971197,1.4731281564825265,2.946256312965053,2,0.007964378030320102
0.03,0.3,0.01,0.03,0.03,33.84932055923981,1.0199193496554853,2.0398386993109705,2,0.008744269195629817
0.03,0.3,0.01,0.03,0.1,33.154906018344974,1.2196779361695036,2.439355872339007,2,0.00890471074228777
0.03,0.3,0.01,0.03,0.3,30.279371731607213,1.274147158455878,2.548294316911756,2,0.009985543834981347
0.03,0.3,0.01,0.1,0.01,35.28839884514906,1.4945212956045473,2.9890425912090945,2,0.007968334262255544
0.03,0.3,0.01,0.1,0.03,35.460397294126366,1.3311525307945564,2.662305061589113,2,0.008068363711582649
0.03,0.3,0.01,0.1,0.1,37.31365647299832,1.4199168819586068,2.8398337639172135,2,0.008687289381170027
0.03,0.3,0.01,0.1,0.3,24.349193621597482,1.3103422052367801,2.6206844104735603,2,0.011524031280069236
0.03,0.3,0.01,0.3,0.01,39.06160889830531,1.3513719697543964,2.702743939508793,2,0.008538949437088106
0.03,0.3,0.01,0.3,0.03,38.64460318931542,1.4342824318220395,2.868564863644079,2,0.009123172771857035
0.03,0.3,0.01,0.3,0.1,35.62785601952087,1.3728314322471382,2.7456628644942764,2,0.00848249444820473
0.03,0.3,0.01,0.3,0.3,27.43877838427129,1.333644615768589,2.667289231537178,2,0.009230507320345666
0.1,0.01,0.01,0.01,0.01,9.086254429443347e-08,3.3795479287432224,18.81795283053477,87,0.6899509151232525
0.1,0.01,0.01,0.01,0.03,1.0531234543194342e-07,3.677064403640469,17.67924570138162,87,0.6269814838512795
0.1,0.01,0.01,0.01,0.1,1.3687872805145837e-07,3.2792736545776937,16.435495440117144,82,0.876803547722001
0.1,0.01,0.01,0.01,0.3,9.453098866876409e-08,3.3009535758428314,15.844836955816623,85,0.8509370613153129
0.1,0.01,0.01,0.03,0.01,1.8762187330518007e-06,3.947762682640661,19.432890277853453,48,0.9143524993134026
0.1,0.01,0.01,0.03,0.03,1.477869236370108e-06,3.6105235802669817,17.597535406406568,57,0.8965349439441733
0.1,0.01,0.01,0.03,0.1,7.440659660287912e-07,3.496169898885235,15.272708029337668,68,0.919608296036921
0.1,0.01,0.01,0.03,0.3,2.9779732947217294e-07,4.009794444622478,19.65926180390315,75,0.8909435793217149
0.1,0.01,0.01,0.1,0.01,2.9762329700969763e-05,4.62776216720152,18.840058377397067,33,0.8944466374000738
0.1,0.01,0.01,0.1,0.03,3.1950475281233184e-05,4.740222317481022,19.304611788985483,32,0.872966863511238
0.1,0.01,0.01,0.1,0.1,3.017889009747916e-05,4.683932022566007,16.9587401776374,32,0.859040466356679
0.1,0.01,0.01,0.1,0.3,1.3894387251211429e-05,4.267147684308643,17.220101593586996,35,0.8997013951473138
0.1,0.01,0.01,0.3,0.01,0.0033634068483085395,3.8344384555525735,12.834091660348134,11,0.6861918778610673
0.1,0.01,0.01,0.3,0.03,0.0033450394007482767,5.691772809310649,18.456766459427556,15,0.6591815715786501
0.1,0.01,0.01,0.3,0.1,0.002794965333979341,5.1841133067625265,19.030383679324565,12,0.7184553144699213
0.1,0.01,0.01,0.3,0.3,0.0018690800170802044,5.355472352475455,18.243072143486415,16,0.8025243818799843
0.1,0.03,0.01,0.01,0.01,7.412847657307538e-07,3.2571681045320453,14.010467414993137,70,0.8553721780138642
0.1,0.03,0.01,0.01,0.03,9.259051554759677e-07,3.711766044842845,15.707827988006786,69,0.7555598987201919
0.1,0.03,0.01,0.01,0.1,3.25317342180527e-07,3.5290380551372853,14.557340075803335,85,0.3675814665192955
0.1,0.03,0.01,0.01,0.3,8.879739595966002e-08,3.4148433143580728,14.053211952652642,90,0.5516045440367837
0.1,0.03,0.01,0.03,0.01,3.071412866431679e-06,4.5702762172331965,18.994602923462878,50,0.8842910158404435
0.1,0.03,0.01,0.03,0.03,4.040181538356356e-06,4.097154955054546,17.577092636940208,52,0.7871366076953029
0.1,0.03,0.01,0.03,0.1,1.555764817491324e-06,3.5178291012762113,13.676119465460427,56,0.753850866788898
0.1,0.03,0.01,0.03,0.3,4.773524018117937e-07,4.009298755476204,17.05114901372819,77,0.905961370382159
0.1,0.03,0.01,0.1,0.01,8.071985030358672e-05,4.427040406807394,15.606965983107196,16,0.8069834550829224
0.1,0.03,0.01,0.1,0.03,5.722372178846311e-05,5.025903844635794,18.266530171591306,25,0.8080134339275669
0.1,0.03,0.01,0.1,0.1,3.071569063348738e-05,4.933946598612247,17.227510376673088,26,0.8716984444215256
0.1,0.03,0.01,0.1,0.3,4.60317171607025e-06,4.2399567124737745,19.46262772063595,45,0.8926392425780147
0.1,0.03,0.01,0.3,0.01,0.006862006214331353,2.8360936680707014,10.081263618344765,8,0.6545082616122083
0.1,0.03,0.01,0.3,0.03,0.005795506900032585,5.206408208989407,17.086167290537617,13,0.6559769174344126
0.1,0.03,0.01,0.3,0.1,0.004313547295056454,4.202042659835618,13.666062392479141,8,0.6443693629111472
0.1,0.03,0.01,0.3,0.3,0.0013359520471153993,4.81878421313392,15.972575139586917,13,0.734409326656392
0.1,0.1,0.01,0.01,0.01,0.23940768702089707,2.31384313574019,5.666486773927502,3,0.22115711930465112
0.1,0.1,0.01,0.01,0.03,0.14222584673343636,2.3054634215089176,5.604363516479427,3,0.21869081886486025
0.1,0.1,0.01,0.01,0.1,0.012207376948081203,2.6190252340554094,7.339901514017394,4,0.42871387806018596
0.1,0.1,0.01,0.01,0.3,0.0016348886616114034,2.8977184437052474,7.976608446732529,4,0.5222208141723417
0.1,0.1,0.01,0.03,0.01,0.33413804021646615,2.6339393215079974,5.267878643015995,2,0.19874951688536163
0.1,0.1,0.01,0.03,0.03,0.2417309339372012,2.190378699020643,5.168484372397867,3,0.21608402951976852
0.1,0.1,0.01,0.03,0.1,0.02678092876567414,2.7070235946831755,7.590285388841222,4,0.3567911410197049
0.1,0.1,0.01,0.03,0.3,0.003021315713825852,2.8806069168945037,8.467952939551797,5,0.5093731910513134
0.1,0.1,0.01,0.1,0.01,0.6054264474948919,2.060060683825002,4.120121367650004,2,0.22403500730356948
0.1,0.1,0.01,0.1,0.03,0.5220021580200831,2.3775413474734663,4.755082694946933,2,0.24523730472924837
0.1,0.1,0.01,0.1,0.1,0.23428329422944627,2.1106419940789825,5.15461618259624,3,0.21546841540541767
0.1,0.1,0.01,0.1,0.3,0.006961119902742803,3.2025885269578236,9.74144183513135,6,0.5612432759953037
0.1,0.1,0.01,0.3,0.01,1.5919923957784405,2.0288010521881077,4.057602104376215,2,0.183212342705088
0.1,0.1,0.01,0.3,0.03,1.556652532739466,2.7113626651342786,5.422725330268557,2,0.20716633832369025
0.1,0.1,0.01,0.3,0.1,1.2086279620243885,2.215216819536587,4.430433639073174,2,0.17438065591733393
0.1,0.1,0.01,0.3,0.3,0.24222450200760212,2.0444621692616374,4.97905567288006,3,0.18438860325372722
0.1,0.3,0.01,0.01,0.01,24.03953109651579,1.4257176292220453,2.8514352584440905,2,0.034944185332246636
0.1,0.3,0.01,0.01,0.03,21.517024816620346,1.141842901806968,2.283685803613936,2,0.042907994795073484
0.1,0.3,0.01,0.01,0.1,23.33435889731067,1.325864965142966,2.651729930285932,2,0.045940282247094955
0.1,0.3,0.01,0.01,0.3,15.578899447928865,1.3831538791306075,2.766307758261215,2,0.047144696786936724
0.1,0.3,0.01,0.03,0.01,23.476994944558193,1.453921287314654,2.907842574629308,2,0.041680590017241614
0.1,0.3,0.01,0.03,0.03,23.95242679823929,1.5495176985789607,3.0990353971579214,2,0.04075121490696065
0.1,0.3,0.01,0.03,0.1,22.362490697207154,1.4313672697692792,2.8627345395385584,2,0.04488440972829286
0.1,0.3,0.01,0.03,0.3,17.548093041912193,1.3870379168492977,2.7740758336985953,2,0.046115634426361185
0.1,0.3,0.01,0.1,0.01,28.198319682426224,1.6922564685676909,3.3845129371353817,2,0.04239728267579576
0.1,0.3,0.01,0.1,0.03,25.49245869874354,1.3571638509787167,2.7143277019574334,2,0.04350040366906485
0.1,0.3,0.01,0.1,0.1,23.102173171558793,1.337356038564645,2.67471207712929,2,0.04020811952667738
0.1,0.3,0.01,0.1,0.3,18.610550619247434,1.6290499754055188,3.2580999508110375,2,0.05089876285392417
0.1,0.3,0.01,0.3,0.01,25.864050299266125,1.5412765000659248,3.0825530001318495,2,0.039593782939334965
0.1,0.3,0.01,0.3,0.03,26.533849016444925,1.4876491411881536,2.9752982823763072,2,0.03929405108340597
0.1,0.3,0.01,0.3,0.1,22.229392100961757,1.2167053297941992,2.4334106595883984,2,0.04750208414612664
0.1,0.3,0.01,0.3,0.3,21.91501153258919,1.8003665335219092,3.6007330670438185,2,0.04925266659089417
0.3,0.01,0.01,0.01,0.01,3.876149158954773e-07,3.3770821144070213,16.334194262073147,82,0.8814339770227172
0.3,0.01,0.01,0.01,0.03,2.6471592811002344e-07,3.2529234702517353,18.887454292599628,85,0.82642077529198
0.3,0.01,0.01,0.01,0.1,2.15836282988147e-07,3.3801497227596333,16.420886578368833,85,0.860664434145336
0.3,0.01,0.01,0.01,0.3,3.4444131587727857e-07,3.46171381542778,15.978844496279338,81,0.8948506856959674
0.3,0.01,0.01,0.03,0.01,3.6422160314470914e-06,3.460781813913645,14.90906299935259,56,0.9102621198521338
0.3,0.01,0.01,0.03,0.03,4.280039438638996e-06,3.4568008497476175,17.618042306566196,51,0.8545460854827494
0.3,0.01,0.01,0.03,0.1,2.3771106696934516e-06,3.910289282374548,16.32285786609167,70,0.8992905880549763
0.3,0.01,0.01,0.03,0.3,1.990221341111596e-06,3.671723559572976,17.145287432050655,66,0.9021511861640598
0.3,0.01,0.01,0.1,0.01,0.00012570868090763877,4.443229386158353,16.560781503649878,22,0.8422068670097989
0.3,0.01,0.01,0.1,0.03,8.301607727839998e-05,4.521981010769736,17.266062324515172,32,0.8810155493785488
0.3,0.01,0.01,0.1,0.1,0.00010444341536384619,4.376630979978022,15.504840270078878,29,0.8047422897863925
0.3,0.01,0.01,0.1,0.3,7.750840036512967e-05,4.511709948708807,18.276690665009234,32,0.900053222468619
0.3,0.01,0.01,0.3,0.01,0.007461872954673502,5.706656542235294,19.22989343539367,13,0.6490770331588139
0.3,0.01,0.01,0.3,0.03,0.006007447973968744,4.314212166954759,15.40851427901287,10,0.7849134685169461
0.3,0.01,0.01,0.3,0.1,0.0070506286534519355,4.174578451791459,13.616167294471678,11,0.7654864843765905
0.3,0.01,0.01,0.3,0.3,0.005824871395455385,5.415317370685813,17.808941661772106,13,0.8058720712851838
0.3,0.03,0.01,0.01,0.01,6.713960623165184e-07,4.136024050688572,19.25179417568488,82,0.8144683284626694
0.3,0.03,0.01,0.01,0.03,2.898101019042574e-07,3.5144958166687807,17.676819658267146,90,0.8156871480479913
0.3,0.03,0.01,0.01,0.1,2.949971484204025e-07,4.17340229819437,18.020871502710687,86,0.8444451184078737
0.3,0.03,0.01,0.01,0.3,2.567357033391588e-07,3.127102836718452,14.498010434725845,85,0.8712932968941809
0.3,0.03,0.01,0.03,0.01,3.9223116345634634e-06,3.2331940711376466,14.437555092718984,60,0.9161533625482393
0.3,0.03,0.01,0.03,0.03,4.661753701948126e-06,3.16742171893924,11.672109181187693,54,0.9105892526764936
0.3,0.03,0.01,0.03,0.1,2.1527298435075228e-06,3.737387484137818,15.441268734410158,63,0.8861907492777378
0.3,0.03,0.01,0.03,0.3,1.5451952314974913e-06,3.899064585165348,16.389728089888713,67,0.9457689284225732
0.3,0.03,0.01,0.1,0.01,9.599276268215196e-05,4.449556472583405,18.597412974329785,32,0.88966282728538
0.3,0.03,0.01,0.1,0.03,0.00012252548441775264,4.6717438101698185,18.246450513605197,31,0.8315251914565924
0.3,0.03,0.01,0.1,0.1,6.75458845114336e-05,4.995060261763895,21.13930882707323,32,0.8993547974975453
0.3,0.03,0.01,0.1,0.3,4.8850263115905774e-05,4.090707135987438,16.625111857451508,31,0.8736554717300541
0.3,0.03,0.01,0.3,0.01,0.009594287208379307,5.815249447259456,20.48060810395147,13,0.7123898843748837
0.3,0.03,0.01,0.3,0.03,0.009999840499626447,3.782520201605841,12.246929786694523,9,0.7208924955104546
0.3,0.03,0.01,0.3,0.1,0.006650914639041089,5.087356419034919,18.035675881234923,13,0.7696413993140405
0.3,0.03,0.01,0.3,0.3,0.005296428523034701,5.44844469815677,18.55739268680342,16,0.7580982334512674
0.3,0.1,0.01,0.01,0.01,5.983519487882805e-06,3.171313060441231,14.948028473930538,65,0.734591101888752
0.3,0.1,0.01,0.01,0.03,1.2256558498210606e-06,3.20159059821652,13.847690423603568,78,0.8102215355965333
0.3,0.1,0.01,0.01,0.1,1.4472416145644437e-07,3.383028487665703,15.031649191638817,91,0.8541339528719093
0.3,0.1,0.01,0.01,0.3,1.8620039480092769e-07,3.21093831967813,13.597592217858688,88,0.8424385291704656
0.3,0.1,0.01,0.03,0.01,1.3790055086193257e-05,3.8556582366812306,15.895425919902959,40,0.8629771768219465
0.3,0.1,0.01,0.03,0.03,1.3527896132021771e-05,3.9480374071299953,14.924224073857864,48,0.8879432996433699
0.3,0.1,0.01,0.03,0.1,1.0492319857842038e-05,3.51950548285679,14.155175005547742,51,0.7559943178282913
0.3,0.1,0.01,0.03,0.3,1.3019130246189632e-06,4.147719981757492,21.54351334935449,76,0.8773566689402341
0.3,0.1,0.01,0.1,0.01,0.00025858498889768896,3.7756871013829683,12.568499531608747,17,0.8640954467131052
0.3,0.1,0.01,0.1,0.03,0.00021133598515447302,3.959013102899989,13.287846793161723,20,0.8817400271846764
0.3,0.1,0.01,0.1,0.1,9.57484060689662e-05,4.364180348925925,16.415130263015193,27,0.8378629481525721
0.3,0.1,0.01,0.1,0.3,1.5000247185831649e-05,3.8099992604900783,14.311403743873722,36,0.9164500285458619
0.3,0.1,0.01,0.3,0.01,0.02116391075472854,4.549047215884866,15.349628405512778,10,0.6771528449734726
0.3,0.1,0.01,0.3,0.03,0.02035424466071046,4.7156295512817366,14.96540384990714,8,0.6462841247766067
0.3,0.1,0.01,0.3,0.1,0.011695414474406895,5.185803523501468,17.735940175970505,11,0.728089300322039
0.3,0.1,0.01,0.3,0.3,0.003934324069317893,4.65033351122639,14.642884544705856,10,0.7815569079278766
0.3,0.3,0.01,0.01,0.01,0.23289469083839254,2.192809069152093,5.3707611457789035,3,0.21695110318190347
0.3,0.3,0.01,0.01,0.03,0.07119456480579153,3.6100420088122345,10.170282372088186,4,0.28348301727797276
